"Observation Report",

"Score Definition"
"5 = Excellent","4 = Good","3 = Neutral","2 = Need To Improved","1 = Not Observed"

SL,"Branch Name","Project Name","Entry Date","Data Submission Date","Activity Name",Year,Month,"Start Date","Start Time","End Date","End Time",Division,District,Upazila,Union,"Event Location","Event Village","Event Ward","Preparatory Work","Time management of the event was","Participants attention","Logistical arrangements","Relevancy of delivery of messages","Participants Feedback","Event Note","Submitted By"
5520,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,22-02-2021,03:30:00,22-02-2021,04:20:00,Khulna,Jashore,Sharsha,Sharsha,"Borough Mandertola,Sharsha ","Borough Mandertola",8,3,4,3,4,2,2,,
5521,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,22-02-2021,10:50:00,22-02-2021,11:40:00,Khulna,Jashore,Sharsha,Sharsha,"Bolidadaho Paschimpara ,Sharsha ","Bolidadaho Paschimpara ",7,3,4,2,4,3,3,,
5522,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,22-02-2021,09:50:00,22-02-2021,10:40:00,Khulna,Jashore,Sharsha,Sharsha,"Bolidadaho,Sharsha ",Bolidadaho,7,3,4,3,4,2,3,,
5523,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,22-02-2021,08:30:00,22-02-2021,09:30:00,Khulna,Jashore,Sharsha,Sharsha,"Bari Narayonpur,Sharsha ","Bari Narayonpur",6,3,4,3,4,3,2,,
5524,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,18-02-2021,04:20:00,18-02-2021,05:10:00,Khulna,Jashore,Sharsha,Sharsha,"Chotkapotha Matepara,Sharsha ","Chotkapotha Matepara",3,3,4,2,4,2,3,,
5525,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,18-02-2021,03:20:00,18-02-2021,04:10:00,Khulna,Jashore,Sharsha,Sharsha,"Sharsha Lainpara,Sharsha ","Sharsha Lainpara",2,4,4,3,4,2,3,,
5526,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,18-02-2021,10:50:00,18-02-2021,11:40:00,Khulna,Jashore,Sharsha,Sharsha,"Panthapara Mazerpara ,Sharsha ","Panthapara Mazerpara ",,3,4,3,4,3,2,,
5527,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,18-02-2021,09:40:00,18-02-2021,10:40:00,Khulna,Jashore,Sharsha,Sharsha,"Panthapara Schoolpara,Sharsha ","Panthapara Schoolpara",,4,4,2,4,3,2,,
5528,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,18-02-2021,08:30:00,18-02-2021,09:20:00,Khulna,Jashore,Sharsha,Sharsha,"Panthapara Paschimpara, Sharsha ","Panthapara Paschimpara ",,4,4,2,4,2,2,,
5529,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,15-02-2021,04:20:00,15-02-2021,05:10:00,Khulna,Jashore,Sharsha,Lakshmanpur,"Sikerpur Paschimpara ,Laxmanpur ","Sikerpur Paschimpara ",8,4,4,3,4,2,2,,
5530,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,15-02-2021,03:20:00,15-02-2021,04:10:00,Khulna,Jashore,Sharsha,Lakshmanpur,"Saltha,Laxmanpur ",Saltha,7,4,3,4,4,4,3,,
5531,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,15-02-2021,10:50:00,15-02-2021,11:40:00,Khulna,Jashore,Sharsha,Lakshmanpur,"Laxmanpur Majaerpara,Laxmanpur ","Laxmanpur Majaerpara",5,3,4,3,4,2,4,,
5532,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,15-02-2021,09:40:00,15-02-2021,10:40:00,Khulna,Jashore,Sharsha,Lakshmanpur,"Aondolpotha,Laxmanpur ","Laxmanpur Utterpara ",3,3,3,3,4,3,2,,
5533,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,11-02-2021,04:20:00,11-02-2021,05:10:00,Khulna,Jashore,Sharsha,Bahadurpur,"Rogunathpur(Bayorkadda),Bahadurpur ",Rogunathpur(Bayorkadda),1,3,4,3,4,2,2,,
5534,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,11-02-2021,03:20:00,11-02-2021,04:10:00,Khulna,Jashore,Sharsha,Bahadurpur,"Rogunathpur Mollapara,Bahadurpur ","Rogunathpur Mollapara",8,4,4,4,3,2,2,,
5535,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,11-02-2021,10:50:00,11-02-2021,11:20:00,Khulna,Jashore,Sharsha,Bahadurpur,"Giba-2,Bahadurpur ",Giba-2,5,3,4,3,3,2,4,,
5536,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,11-02-2021,09:40:00,11-02-2021,10:20:00,Khulna,Jashore,Sharsha,Bahadurpur,"Sorbanghuda,Bahadurpur ",Sorbanghuda,4,4,2,3,4,2,3,,
5537,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,11-02-2021,08:30:00,11-02-2021,09:30:00,Khulna,Jashore,Sharsha,Bahadurpur,"Mankia ,Bahadurpur ","Mankia ",6,4,4,2,4,2,4,,
5538,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,10-02-2021,04:20:00,10-02-2021,05:30:00,Khulna,Jashore,Sharsha,Bahadurpur,"Mankia Utterpara,Bahadurpur ","Mankia Utterpara",06,4,3,3,4,3,2,,
5539,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,10-02-2021,03:20:00,21-02-2010,04:10:00,Khulna,Jashore,Sharsha,Bahadurpur,"Mankia Dokhienpara,Bahadurpur ","Mankia Dokhienpara",5,4,4,3,3,2,4,,
5540,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,10-02-2021,10:50:00,10-02-2021,11:30:00,Khulna,Jashore,Sharsha,Bahadurpur,,"Dannokhola up",1,4,4,4,3,2,2,,
5541,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,10-02-2021,09:40:00,10-02-2021,10:40:00,Khulna,Jashore,Sharsha,Bahadurpur,"Boyalia Utterpa  Bahadurpur ","Boyalia Utterpa ",8,4,4,3,4,2,2,,
5542,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,10-02-2021,08:30:00,10-02-2021,09:20:00,Khulna,Jashore,Sharsha,Bahadurpur,"Boyalia,Bahadurpur, ",Boyalia,3,4,4,2,4,2,3,,
5543,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,09-02-2021,04:20:00,09-02-2021,05:10:00,Khulna,Jashore,Sharsha,Bahadurpur,"Noradrenaline Prubopara ,Bahadurpur, Sharsha ","Noradrenaline Prubopara ",8,4,4,2,4,2,3,,
5544,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,09-02-2021,03:00:00,09-02-2021,04:00:00,Khulna,Jashore,Sharsha,Bahadurpur,"Duppara Prubopara ,Bahadurpur, Sharsha ","Duppara Prubopara ",6,4,4,3,4,2,3,,
5545,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,09-02-2021,10:50:00,10-02-2021,11:20:00,Khulna,Jashore,Sharsha,Bahadurpur,"Bbojtola Paschimpara,Bahadurpur, Sharsha ","Bbojtola Paschimpara",06,4,4,2,4,2,3,,
5546,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,09-02-2021,09:40:00,09-02-2021,10:30:00,Khulna,Jashore,Sharsha,Bahadurpur,"Kolonypara,Bahadurpur",Bojtola(Kolony),06,4,3,2,4,2,4,,
5547,Sharsha,DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,09-02-2021,08:30:00,09-02-2021,09:20:00,Khulna,Jashore,Sharsha,Bahadurpur,"Bukhara,Bahadurpur",Bujpara,02,4,3,3,4,2,3,,
5548,Keshabpur,DCBTN-CIFF,,26-02-2021,"Interactive Popular Theatre Show (IPT)",0000,December,21-12-2020,09:00:00,21-12-2020,09:35:00,Khulna,Jashore,Keshabpur,Keshabpur,"Sardar para",Dormutia,01,4,4,4,4,4,4,Good,
5549,Keshabpur,DCBTN-CIFF,,26-02-2021,"Interactive Popular Theatre Show (IPT)",0000,December,21-12-2020,10:30:00,21-12-2020,11:05:00,Khulna,Jashore,Keshabpur,Keshabpur,"Majher para",Dormutia,1,4,4,4,4,4,4,Good,
5550,Keshabpur,DCBTN-CIFF,,26-02-2021,"Interactive Popular Theatre Show (IPT)",0000,December,21-12-2020,12:00:00,21-12-2020,12:35:00,Khulna,Jashore,Keshabpur,Keshabpur,"Purbo para",Dormutia,1,4,4,4,4,4,4,Good,
5551,Keshabpur,DCBTN-CIFF,,26-02-2021,"Interactive Popular Theatre Show (IPT)",0000,December,15-12-2020,16:00:00,15-12-2020,16:35:00,Khulna,Jashore,Keshabpur,Keshabpur,"Morol Para",Ramchndrapur,09,4,4,4,4,4,4,Good,
5552,Keshabpur,DCBTN-CIFF,,26-02-2021,"Interactive Popular Theatre Show (IPT)",0000,December,15-12-2020,14:30:00,15-12-2020,15:05:00,Khulna,Jashore,Keshabpur,Keshabpur,"Dokhin Para",Ramchandrapur,O9,4,4,4,4,4,4,Good,
5553,Keshabpur,DCBTN-CIFF,,26-02-2021,"Interactive Popular Theatre Show (IPT)",0000,December,15-12-2020,12:00:00,15-12-2020,12:35:00,Khulna,Jashore,Keshabpur,Keshabpur,Morolpara,Khotiakhali,09,4,4,4,4,4,4,Good,
5554,Jhikargasa,DCBTN-CIFF,,25-02-2021,"Union level CTC meeting",0000,February,11-02-2021,10:29:08,11-02-2021,13:29:08,Khulna,Jashore,Jhikargacha,Gadkhali,"Dopdobir bazer",Gadkhali,,4,4,4,4,4,4,good,
5555,Jhikargasa,DCBTN-CIFF,,25-02-2021,"Union level CTC meeting",0000,January,27-01-2021,10:21:50,27-01-2021,13:21:50,Khulna,Jashore,Jhikargacha,Jhikargachha,"Jhikorgasa bazer",Jhikorgasa,4,4,4,4,4,4,4,good,
5556,Jhikargasa,DCBTN-CIFF,,25-02-2021,"Union level CTC meeting",0000,December,21-12-2020,10:17:02,21-12-2020,13:17:02,Khulna,Jashore,Jhikargacha,Shankarpur,"Bord gut",Shankerpur,4,4,4,4,4,4,4,good,
5557,Jhikargasa,DCBTN-CIFF,,25-02-2021,"Union level CTC meeting",0000,December,14-12-2020,10:13:03,14-12-2020,13:30:03,Khulna,Jashore,Jhikargacha,Panisara,"Borni bazer",Borni,5,4,4,4,4,4,4,Good,
5558,Jhikargasa,DCBTN-CIFF,,25-02-2021,"Union level CTC meeting",0000,December,13-12-2020,10:09:13,13-12-2020,13:09:13,Khulna,Jashore,Jhikargacha,Nibaskhola,"Shiordha bazer",Shiorda,3,4,4,4,4,4,4,Good,
5559,Jhikargasa,DCBTN-CIFF,,25-02-2021,"Union level CTC meeting",0000,December,02-12-2020,10:00:33,02-12-2020,13:00:33,Khulna,Jashore,Jhikargacha,Hajirbagh,"Kullo bazer",Kullo,,4,4,4,4,4,4,good,
5560,Jhikargasa,DCBTN-CIFF,,25-02-2021,"Union level CTC meeting",0000,February,18-02-2021,10:53:45,18-02-2021,13:56:45,Khulna,Jashore,Jhikargacha,Gangananda,"Chutipur bazer",Chutipur,5,4,4,4,4,4,4,Good,
5561,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,22-02-2021,03:30:00,22-02-2021,04:05:00,Khulna,Jashore,Bagherpara,Roypur,,Lokhipur(paschimpara),,5,4,4,4,4,4,"Overall it was good",
5562,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,22-02-2021,02:00:00,22-02-2021,02:35:00,Khulna,Jashore,Bagherpara,Roypur,,Lokhipur(modhopara),,4,4,4,4,4,4,"Overall Event is fine",
5563,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,22-02-2021,12:00:00,22-02-2021,12:35:00,Khulna,Jashore,Bagherpara,Roypur,,Lokhipur,,4,3,4,4,4,4,,
5564,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,22-02-2021,10:30:00,22-02-2021,11:05:00,Khulna,Jashore,Bagherpara,Roypur,,Arajiselumpur,,4,4,4,4,4,4,,
5565,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,22-02-2021,09:00:00,22-02-2021,09:35:00,Khulna,Jashore,Bagherpara,Roypur,,Arajiselumpur,,4,4,4,4,4,4,"Overall  is good ",
5566,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,11-02-2021,03:30:00,11-02-2021,04:05:00,Khulna,Jashore,Bagherpara,Basuari,,"Radhanagar (purbopara)",,4,4,4,4,4,4,,
5567,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,11-02-2021,02:00:00,11-02-2021,02:35:00,Khulna,Jashore,Bagherpara,Basuari,,"Radhanagar (modhopara)",,4,3,4,4,4,4,,
5568,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,11-02-2021,12:00:00,11-02-2021,12:35:00,Khulna,Jashore,Bagherpara,Basuari,,"Radha nagar",,4,3,4,4,4,4,,
5569,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,11-02-2021,10:30:00,11-02-2021,11:05:00,Khulna,Jashore,Bagherpara,Basuari,,Ramchandrapur,8,4,4,4,4,4,4,,
5570,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,11-02-2021,09:00:00,11-02-2021,09:35:00,Khulna,Jashore,Bagherpara,Basuari,,Ramchandrapur,8,5,5,4,4,4,4,Fine,
5571,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,10-02-2021,03:30:00,10-02-2021,04:05:00,Khulna,Jashore,Bagherpara,Roypur,,"Aajmeherpur(uttar para)",,5,5,4,4,4,4,"It was good",
5572,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,10-02-2021,02:00:00,10-02-2021,02:35:00,Khulna,Jashore,Bagherpara,Roypur,,"Aajmeherpur(notun para)",,4,4,3,4,3,3,,
5573,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,10-02-2021,12:00:00,10-02-2021,12:35:00,Khulna,Jashore,Bagherpara,Roypur,,Aajmeherpur,,4,4,3,4,3,4,Nice,
5574,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,10-02-2021,10:30:00,10-02-2021,11:05:00,Khulna,Jashore,Bagherpara,Roypur,,"Ramkrishnapur (purbo para)",,4,4,4,4,4,4,,
5575,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,10-02-2021,09:00:00,10-02-2021,09:35:00,Khulna,Jashore,Bagherpara,Roypur,,"Ramkrishnapur (rishi para)",,4,4,4,4,4,3,"Overall good",
5576,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,08-02-2021,03:30:00,08-02-2021,04:05:00,Khulna,Jashore,Bagherpara,Darajhat,,"Soiyod mahammadpur",,5,4,4,4,4,5,"It was excellent ",
5577,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,08-02-2021,02:00:00,08-02-2021,02:35:00,Khulna,Jashore,Bagherpara,Darajhat,,"Soiyod mahammadpur",,4,4,4,4,4,4,,
5578,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,08-02-2021,12:00:00,08-02-2021,12:35:00,Khulna,Jashore,Bagherpara,Darajhat,,Dhatpur,,4,4,4,4,4,4,,
5579,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,08-02-2021,10:30:00,08-02-2021,11:05:00,Khulna,Jashore,Bagherpara,Darajhat,,Dhatpur,,4,4,4,4,4,4,"All over it was nice",
5580,Bagharpara,DCBTN-CIFF,,25-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,08-02-2021,09:00:00,08-02-2021,09:35:00,Khulna,Jashore,Bagherpara,Darajhat,,Dhatpur,,4,4,4,4,4,4,,
5581,Abhaynagar,DCBTN-CIFF,,25-02-2021,"Union level CTC meeting",0000,February,25-02-2021,10:30:00,25-02-2021,12:45:00,Khulna,Jashore,Abhaynagar,Chalishia,"Near by bagdha high school",Chalsia,3,4,4,5,4,4,4,"Over all is good",
5582,Jhikargasa,DCBTN-CIFF,,25-02-2021,"Union level LCL workshop",0000,March,18-03-2021,10:00:00,18-03-2021,13:00:00,Khulna,Jashore,Jhikargacha,Hajirbagh,"Hajirbagh Union council ",Kulla,5,3,3,3,3,3,3,,
5583,Jhikargasa,DCBTN-CIFF,,25-02-2021,"Union level CTC meeting",0000,November,29-11-2020,10:15:25,29-11-2020,13:45:00,Khulna,Jashore,Jhikargacha,Gangananda,"Chutipur bazer jamtola mor",Chutipur,6,4,4,4,4,4,4,Good,
5584,Jhikargasa,DCBTN-CIFF,,25-02-2021,"Union level CTC meeting",0000,February,22-02-2021,11:05:07,22-02-2021,14:00:00,Khulna,Jashore,Jhikargacha,Bankra,"Near of brac office ",Bakra,2,4,4,4,4,4,4,Good,
5585,Jhikargasa,DCBTN-CIFF,,25-02-2021,"Union level CTC meeting",0000,November,16-11-2020,11:00:00,16-11-2020,13:30:00,Khulna,Jashore,Jhikargacha,Bankra,"Brac office  side",Bakra,2,4,4,4,4,4,4,"Good ",
5586,Jhikargasa,DCBTN-CIFF,,25-02-2021,"Union level CTC meeting",0000,January,11-01-2021,10:30:52,11-01-2021,13:45:00,Khulna,Jashore,Jhikargacha,Nabharan,"Akij school ","Badha navaron",4,4,4,4,4,4,4,Good,
5587,Jhikargasa,DCBTN-CIFF,,25-02-2021,"Union level CTC meeting",0000,November,09-11-2020,10:15:25,09-11-2020,13:30:00,Khulna,Jashore,Jhikargacha,Gadkhali,"Dopdobi r bazer",Gadkhali,5,4,4,4,4,4,4,Good,
5588,Keshabpur,DCBTN-CIFF,,24-02-2021,"Interactive Popular Theatre Show (IPT)",0000,December,15-12-2020,10:30:00,15-12-2020,11:05:00,Khulna,Jashore,Keshabpur,Keshabpur,Daspara,Maguradanga,O8,4,4,4,4,4,4,Good,
5589,Keshabpur,DCBTN-CIFF,,24-02-2021,"Interactive Popular Theatre Show (IPT)",0000,December,15-12-2020,09:00:00,15-12-2020,09:35:00,Khulna,Jashore,Keshabpur,Keshabpur,Mollapara,Maguradanga,8,4,4,4,4,4,4,Good,
5590,Jhikargasa,DCBTN-CIFF,,24-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,24-02-2021,16:00:00,24-02-2021,17:00:00,Khulna,Jashore,Jhikargacha,Nabharan,"Belamat para AmirHosen Bari",Hariya,8,4,4,4,4,4,4,"কুইজ থাকায় নাটকের  তথ্য গুলি দর্শকদের মুকস্ত হয়ে গেছে।",
5591,Jhikargasa,DCBTN-CIFF,,24-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,24-02-2021,14:30:00,24-02-2021,15:30:00,Khulna,Jashore,Jhikargacha,Nabharan,"Pubro para Abu bakkar bari",Hariya,8,4,4,3,4,4,4,"দর্শকরা নাটক দেখেও কুইজের পুরস্কর পেয়ে খুব খুশি হয়েছে।",
5592,Bagharpara,DCBTN-CIFF,,24-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,23-02-2021,03:30:00,23-02-2021,04:05:00,Khulna,Jashore,Bagherpara,Darajhat,,"Lokhenaraonpur (modhopara)",,4,4,4,4,4,4,,
5593,Bagharpara,DCBTN-CIFF,,24-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,23-02-2021,02:00:00,23-02-2021,02:35:00,Khulna,Jashore,Bagherpara,Darajhat,,Lokhenaraonpur,,4,4,4,4,4,4,,
5594,Bagharpara,DCBTN-CIFF,,24-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,23-02-2021,12:00:00,23-02-2021,12:35:00,Khulna,Jashore,Bagherpara,Darajhat,,"Sukhdevpur ( poschem para) ",,5,4,5,4,5,5,"overall it was good ",
5595,Jhikargasa,DCBTN-CIFF,,24-02-2021,"Union level CTC meeting",0000,October,05-10-2020,10:30:52,05-10-2020,13:30:52,Khulna,Jashore,Jhikargacha,Nabharan," Near of Akij school  ","Badha navaron",4,4,4,4,4,4,4,Good,
5596,Bagharpara,DCBTN-CIFF,,24-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,23-02-2021,10:30:00,23-02-2021,11:05:00,Khulna,Jashore,Bagherpara,Darajhat,,Ramkesnopur,,4,4,4,4,4,4,,
5597,Jhikargasa,DCBTN-CIFF,,24-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,24-02-2021,12:00:00,24-02-2021,13:00:00,Khulna,Jashore,Jhikargacha,Nabharan,"Dighir par(razzak bare)",Hariya,8,4,4,4,4,4,4,"দর্শকবৃন্দ নাটকটি  মনযোগ সহকারে দেখেছে। কুইজের উত্তর সঠিকভাবে দিতে পেরেছে ",
5598,Jhikargasa,DCBTN-CIFF,,24-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,24-02-2021,10:30:00,24-02-2021,11:30:00,Khulna,Jashore,Jhikargacha,Nabharan,"School para",Hariya,8,4,4,4,4,4,4,"দর্শকবৃন্দ নাটকটি  মনযোগ সহকারে দেখেছে। কুইজের উত্তর সঠিকভাবে দিতে পেরেছে ",
5599,Jhikargasa,DCBTN-CIFF,,24-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,24-02-2021,09:00:00,24-02-2021,10:00:00,Khulna,Jashore,Jhikargacha,Nabharan,"Romiz bari Nimtola","Hariya nimtola",8,4,4,4,4,4,4,"সকলকেই খুব খুশী ",
5600,Jhikargasa,DCBTN-CIFF,,24-02-2021,"Pourosava CTC meeting ",0000,February,24-02-2021,11:05:07,24-02-2021,13:41:07,Khulna,Jashore,Jhikargacha,,Pourosova,Krisnonogor,,4,4,4,4,4,4,good,
5601,"Jashore Sadar",DCBTN-CIFF,,24-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,24-02-2021,15:00:53,24-02-2021,16:00:53,Khulna,Jashore,"Jashore sadar",Upasahar,"Boxer Kali Mandir Pada Bkash dada","Boxer ",9,4,4,4,4,4,4,"The feeling of the people of the village is that this drama should be repeated",
5602,Bagharpara,DCBTN-CIFF,,24-02-2021,"Upazila level CTC meeting",0000,February,08-02-2021,10:47:17,08-02-2021,13:47:17,Khulna,Jashore,Bagherpara,,,,,4,4,4,4,4,4,,
5603,Bagharpara,DCBTN-CIFF,,24-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,23-02-2021,09:00:34,23-02-2021,09:35:34,Khulna,Jashore,Bagherpara,Darajhat,Poscimpara,Gor,3,4,4,4,4,4,4,,
5604,Bagharpara,DCBTN-CIFF,,24-02-2021,"Union level CTC meeting",0000,February,11-02-2021,10:00:58,11-02-2021,12:01:58,Khulna,Jashore,Bagherpara,Basuari,"Union Parishod",Basuary,,4,4,4,4,4,4,,
5605,Bagharpara,DCBTN-CIFF,,24-02-2021,"Union level LCL workshop",0000,February,17-02-2021,10:13:17,24-02-2021,13:13:17,Khulna,Jashore,Bagherpara,Darajhat,"Beside Bazar",Darajhat,,5,5,5,5,5,4,,
5606,"Jashore Sadar",DCBTN-CIFF,,24-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,24-02-2021,13:30:03,24-02-2021,14:30:03,Khulna,Jashore,"Jashore sadar",Upasahar,"Boxer Prathmik School Para Dulal miyan bari","Boxer ",9,4,4,5,5,5,4,"It is good to do such conscious dramas so that we can live consciously",
5607,"Jashore Sadar",DCBTN-CIFF,,24-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,24-02-2021,12:00:00,24-02-2021,13:00:00,Khulna,Jashore,"Jashore sadar",Upasahar,"Mat para Asad ar bari near by nurani Madrasa ","Huslota mat para ",9,4,4,4,4,4,4,"It is good to do such conscious dramas so that we can live consciously",
5608,"Jashore Sadar",DCBTN-CIFF,,24-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,24-02-2021,09:00:00,24-02-2021,10:00:00,Khulna,Jashore,"Jashore sadar",Upasahar,"Hustola near by Jame Mosque","Huslota East para ",9,5,5,5,5,4,4,"Through the drama many were presented that it was a very good work",
5609,"Jashore Sadar",DCBTN-CIFF,,24-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,24-02-2021,11:22:52,24-02-2021,11:22:52,Khulna,Jashore,"Jashore sadar",Upasahar,Kobarstan,Huslota,9,4,4,4,4,4,4,,
5610,Jhikargasa,DCBTN-CIFF,,23-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,23-02-2021,16:00:00,23-02-2021,17:00:00,Khulna,Jashore,Jhikargacha,Jhikargachha,"পূর্বপাড়া আহম্মদিআলীর বাড়ী",Joykrishnopur,8,4,4,4,4,4,4,"নাটক  টি দর্শকদের  খুব ভাল লেগেছে।বৈধ্যভাবে বিদেশ যাওয়ার  ব্যাপারে  পরামর্শ দিবেন।",
5611,Jhikargasa,DCBTN-CIFF,,23-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,23-02-2021,14:30:00,23-02-2021,15:30:00,Khulna,Jashore,Jhikargacha,Jhikargachha,"পশ্চিম পাড়া গোলামরবব্বানির বাড়ি ",Noyapara,8,4,4,4,4,4,4,"নাটক শেষে কুইজ থাকায় নাটকের ম্যাচেজ গুলো  দর্শকদের  মুকস্থ হয়ে  গেছেন",
5612,Jhikargasa,DCBTN-CIFF,,23-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,23-02-2021,12:00:00,23-02-2021,21:00:00,Khulna,Jashore,Jhikargacha,Jhikargachha,"ঈদগাপাড়া জলিলের বাড়ী",Noyapara,8,4,4,3,4,4,4,"দর্শকরা নাটক  টি মনোযোগ দিয়ে  দেখেছে। সতস্ফুর্ত ভাবে কুইজের উত্তর  দিয়েছে ",
